,Sub name,Model Score,Model Alpha,Model Beta
0,1128_1,13.243083355008027,0.8500000000000001,0.4
1,1206_2,4.1443477702993805,0.9500000000000001,0.75
2,1120_4,6.789820351879359,0.9500000000000001,0.25
3,1115_5,1.9343223043084228,1.0,0.0
4,1121_5,3.049686573354432,0.9500000000000001,0.9
5,1117_10,6.749975062342254,0.9500000000000001,1.0
6,1116_8,46.760000000000005,0.0,0.4
7,1117_15,1.6357104315530875,1.0,0.0
8,1206_5,14.28406849066138,0.8500000000000001,0.55
9,1116_2,7.598394649225989,0.9500000000000001,0.2
10,1121_11,3.1997148795076193,0.9500000000000001,0.8500000000000001
11,1120_10,5.151288430181797,0.9500000000000001,0.7000000000000001
12,1129_1,6.922270724392258,0.9500000000000001,0.25
13,1117_4,12.310032062921504,0.9,0.65
