,Sub name,Model Score,Model Alpha,Model Beta
0,1128_1,12.973530447091637,0.8500000000000001,0.30000000000000004
1,1206_2,4.9471723254432804,0.9500000000000001,0.45
2,1120_4,6.7726870940411485,0.9500000000000001,0.0
3,1115_5,1.1223476497987919,1.0,0.0
4,1121_5,0.8020631236161879,1.0,0.0
5,1117_10,6.930532331867968,0.9500000000000001,0.7000000000000001
6,1116_8,46.760000000000005,0.0,0.4
7,1117_15,4.384853215563345,0.9500000000000001,0.1
8,1206_5,14.912469354484344,0.8500000000000001,0.45
9,1116_2,9.06676973705048,0.9,0.2
10,1121_11,1.024464078656088,1.0,0.0
11,1120_10,5.116930823194736,0.9500000000000001,0.4
12,1129_1,5.5599995022289015,0.9500000000000001,0.0
13,1117_4,14.048379137795893,0.8500000000000001,0.5
