,Sub name,Model Score,Model Alpha,Model Beta
0,1128_1,12.649554449030934,0.8500000000000001,0.35000000000000003
1,1206_2,4.515984445077867,0.9500000000000001,0.55
2,1120_4,6.1810820901251144,0.9500000000000001,0.05
3,1115_5,1.3632302924990118,1.0,0.0
4,1121_5,1.2233829989650395,1.0,0.0
5,1117_10,6.364281391265559,0.9500000000000001,0.75
6,1116_8,46.760000000000005,0.0,0.4
7,1117_15,3.334353324443867,0.9500000000000001,0.15000000000000002
8,1206_5,14.373156828619962,0.8500000000000001,0.5
9,1116_2,7.82076777212074,0.9500000000000001,0.0
10,1121_11,1.4357778300627513,1.0,0.0
11,1120_10,4.551612142464984,0.9500000000000001,0.45
12,1129_1,5.6653194346190325,0.9500000000000001,0.0
13,1117_4,14.05789867087731,0.8500000000000001,0.5
