,Sub name,Model Score,Model Alpha,Model Beta
0,1129_4,43.809999999999995,0.0,0.35000000000000003
1,1116_5,43.92142596809883,0.2,0.35000000000000003
2,1105_2,35.227537976125895,0.55,0.4
3,1117_7,43.8921075134476,0.35000000000000003,0.45
4,1121_2,45.5212506648614,0.25,0.55
5,1120_1,32.81744968867016,0.65,0.30000000000000004
6,1121_13,46.51598748980645,0.1,0.6000000000000001
7,1121_8,41.071834090505305,0.30000000000000004,0.30000000000000004
8,1117_12,42.03951896507998,0.35000000000000003,0.35000000000000003
9,1206_2,34.60991408494098,0.55,0.25
10,1117_1,45.71435607574435,0.30000000000000004,0.45
11,1128_3,33.596781910814784,0.55,0.15000000000000002
12,1120_7,37.16605320041425,0.30000000000000004,0.2
13,1115_7,32.45384691263521,0.5,0.1
