,Sub name,Model Score,Model Alpha,Model Beta
0,1129_4,43.809999999999995,0.0,0.35000000000000003
1,1116_5,38.15668515846757,0.4,0.30000000000000004
2,1105_2,44.09632548851778,0.30000000000000004,0.4
3,1117_7,15.71454796197197,0.8500000000000001,0.25
4,1121_2,47.623001896062426,0.1,0.55
5,1120_1,42.37719888793539,0.35000000000000003,0.4
6,1121_13,46.137254803625815,0.15000000000000002,0.6000000000000001
7,1121_8,41.075988830884384,0.30000000000000004,0.30000000000000004
8,1117_12,46.01435228260395,0.2,0.4
9,1206_2,22.27725836678728,0.75,0.2
10,1117_1,47.55822329651362,0.2,0.5
11,1128_3,37.28026765891085,0.4,0.30000000000000004
12,1120_7,36.30090017008386,0.30000000000000004,0.2
13,1115_7,34.94598111696903,0.4,0.15000000000000002
