,Sub name,Model Score,Model Alpha,Model Beta
0,1128_1,14.216985181985198,0.8500000000000001,0.25
1,1206_2,5.582842697897812,0.9500000000000001,0.25
2,1120_4,6.3370472708136125,0.9500000000000001,0.0
3,1115_5,1.8239792792431986,1.0,0.0
4,1121_5,0.1332850452276692,1.0,0.0
5,1117_10,5.875163292972032,0.9500000000000001,0.5
6,1116_8,46.760000000000005,0.0,0.4
7,1117_15,6.440864586110924,0.9500000000000001,0.0
8,1206_5,15.301052942866956,0.8500000000000001,0.4
9,1116_2,9.192876499182205,0.9,0.15000000000000002
10,1121_11,0.41424079463173025,1.0,0.0
11,1120_10,6.22114952798795,0.9500000000000001,0.2
12,1129_1,6.377755994855261,0.9,0.1
13,1117_4,13.598919029723021,0.8500000000000001,0.45
