,Sub name,Model Score,Model Alpha,Model Beta
0,1121_6,8.778713811267139,0.9,0.35000000000000003
1,1129_3,19.188345412163965,0.8,0.7000000000000001
2,1116_4,33.31216518485013,0.6000000000000001,0.55
3,1117_6,42.43620260257025,0.4,0.55
4,1206_6,46.7857464985415,0.15000000000000002,0.4
5,1117_16,10.66485209386,0.9,0.2
6,1121_12,47.61518553176836,0.15000000000000002,0.5
7,1105_1,35.60192360044028,0.45,0.35000000000000003
8,1121_7,48.44102997816165,0.05,0.45
9,1120_5,4.085479368859215,0.9500000000000001,0.7000000000000001
10,1206_1,49.0,0.0,0.5
11,1117_11,42.557508305133155,0.35000000000000003,0.45
12,1116_9,3.896995631941161,0.9500000000000001,0.8
13,1128_4,47.334911101747515,0.1,0.6000000000000001
14,1115_6,46.12824380291586,0.25,0.6000000000000001
