,Sub name,Model Score,Model Alpha,Model Beta
0,1128_1,12.93346005219714,0.8500000000000001,0.30000000000000004
1,1206_2,4.2390815726836175,0.9500000000000001,0.5
2,1120_4,5.69239188157426,0.9500000000000001,0.0
3,1115_5,1.3059564666871664,1.0,0.0
4,1121_5,1.0788890161702365,1.0,0.0
5,1117_10,5.8163390291940695,0.9500000000000001,0.7000000000000001
6,1116_8,46.76,0.0,0.4
7,1117_15,3.488321099134808,0.9500000000000001,0.15000000000000002
8,1206_5,14.491083941627233,0.8500000000000001,0.45
9,1116_2,7.713113777750199,0.9500000000000001,0.0
10,1121_11,1.252837199820876,1.0,0.0
11,1120_10,4.495287628982009,0.9500000000000001,0.45
12,1129_1,5.725448633747113,0.9500000000000001,0.0
13,1117_4,13.957212020288203,0.8500000000000001,0.5
