,Sub name,Model Score,Model Alpha,Model Beta
0,1128_1,12.400222652338561,0.8500000000000001,0.35000000000000003
1,1206_2,4.3189328429532905,0.9500000000000001,0.65
2,1120_4,6.501819777405026,0.9500000000000001,0.2
3,1115_5,1.4699589420579815,1.0,0.0
4,1121_5,2.2249518219160755,1.0,0.0
5,1117_10,7.112806166942284,0.9500000000000001,0.9
6,1116_8,46.760000000000005,0.0,0.4
7,1117_15,2.5459166439397456,1.0,0.0
8,1206_5,14.418727703902915,0.8500000000000001,0.5
9,1116_2,7.760538479759498,0.9500000000000001,0.1
10,1121_11,2.342894042037262,1.0,0.0
11,1120_10,4.330654689418138,1.0,0.0
12,1129_1,5.93070445638695,0.9500000000000001,0.1
13,1117_4,13.766616360911527,0.8500000000000001,0.55
