,Sub name,Model Score,Model Alpha,Model Beta
0,1128_1,12.381205315808932,0.8500000000000001,0.4
1,1206_2,4.341823766677784,0.9500000000000001,0.7000000000000001
2,1120_4,6.871197564432747,0.9500000000000001,0.30000000000000004
3,1115_5,1.8017132172071182,1.0,0.0
4,1121_5,3.2286416560149966,0.9500000000000001,0.9
5,1117_10,7.939923173372947,0.9500000000000001,1.0
6,1116_8,46.760000000000005,0.0,0.4
7,1117_15,2.1153102482934827,1.0,0.0
8,1206_5,14.670948870778565,0.8500000000000001,0.5
9,1116_2,8.001338972097244,0.9500000000000001,0.2
10,1121_11,3.21628950127106,0.9500000000000001,0.8500000000000001
11,1120_10,4.4271742089635655,0.9500000000000001,0.7000000000000001
12,1129_1,6.212989713732679,0.9500000000000001,0.2
13,1117_4,14.2044102070541,0.8500000000000001,0.6000000000000001
