,Sub name,Model Score,Model Alpha,Model Beta
0,1121_6,9.182387339718863,0.9,0.30000000000000004
1,1129_3,19.515572472563885,0.8,0.65
2,1116_4,32.32179486121791,0.6000000000000001,0.5
3,1117_6,41.85100083163507,0.4,0.55
4,1206_6,46.66061430266441,0.15000000000000002,0.4
5,1117_16,12.94543713707548,0.8500000000000001,0.2
6,1121_12,47.73648733834412,0.15000000000000002,0.5
7,1105_1,35.566681237971196,0.45,0.35000000000000003
8,1121_7,48.41588269499918,0.05,0.45
9,1120_5,3.7528083952621376,1.0,0.0
10,1206_1,49.0,0.0,0.5
11,1117_11,43.25924055283619,0.30000000000000004,0.45
12,1116_9,2.973541938206309,1.0,0.0
13,1128_4,47.43248951061389,0.1,0.6000000000000001
14,1115_6,45.60969409747716,0.25,0.6000000000000001
