,Sub name,Model Score,Model Alpha,Model Beta
0,1129_5,33.78062175332534,0.5,0.2
1,1120_2,46.761950021145054,0.15000000000000002,0.6000000000000001
2,1105_3,46.98816987913827,0.15000000000000002,0.6000000000000001
3,1117_8,47.77501638068364,0.1,0.55
4,1121_3,40.00268769865054,0.45,0.5
5,1116_6,45.47483843132784,0.25,0.6000000000000001
6,1121_14,46.55968268063808,0.05,0.4
7,1117_13,38.680339529976834,0.30000000000000004,0.25
8,1206_3,19.853317821854244,0.75,0.05
9,1121_9,41.89329081509684,0.30000000000000004,0.35000000000000003
10,1120_8,35.13632294825298,0.55,0.45
11,1128_5,23.957209838887106,0.7000000000000001,0.15000000000000002
12,1117_2,25.964523833382913,0.65,0.05
13,1115_8,22.01672501006161,0.7000000000000001,0.05
