,Sub name,Model Score,Model Alpha,Model Beta
0,1121_6,30.09540795476172,0.6000000000000001,0.0
1,1129_3,41.90604829233369,0.4,0.35000000000000003
2,1116_4,44.66562105514787,0.30000000000000004,0.4
3,1117_6,46.23646484519664,0.25,0.45
4,1206_6,47.17652966192988,0.1,0.4
5,1117_16,31.604146646483528,0.6000000000000001,0.0
6,1121_12,48.852096246384654,0.05,0.5
7,1105_1,38.721093838652756,0.45,0.2
8,1121_7,44.85462183951398,0.30000000000000004,0.4
9,1120_5,38.14610217209706,0.45,0.30000000000000004
10,1206_1,48.975202492195535,0.05,0.5
11,1117_11,44.04673426100197,0.30000000000000004,0.35000000000000003
12,1116_9,40.60891008347642,0.4,0.35000000000000003
13,1128_4,45.06071069233226,0.25,0.6000000000000001
14,1115_6,45.60144016536986,0.25,0.55
