,Sub name,Model Score,Model Alpha,Model Beta
0,1121_6,8.790785721323822,0.9,0.35000000000000003
1,1129_3,19.39707389860285,0.8,0.65
2,1116_4,32.550986969668486,0.6000000000000001,0.55
3,1117_6,42.01384415883459,0.4,0.55
4,1206_6,46.65230063255909,0.15000000000000002,0.4
5,1117_16,11.210397378285826,0.8500000000000001,0.25
6,1121_12,47.71450316029605,0.15000000000000002,0.5
7,1105_1,35.58002060613927,0.45,0.35000000000000003
8,1121_7,48.42890915813595,0.05,0.45
9,1120_5,3.1887129568454258,1.0,0.0
10,1206_1,49.0,0.0,0.5
11,1117_11,42.856963356500884,0.35000000000000003,0.45
12,1116_9,2.687350043975216,1.0,0.0
13,1128_4,47.32896930441541,0.1,0.6000000000000001
14,1115_6,45.91979079832055,0.25,0.6000000000000001
